namespace,id,name,counts
biological_process,GO:0007019,microtubule depolymerization, 5
biological_process,GO:0007020,microtubule nucleation, 8
biological_process,GO:0007021,tubulin complex assembly, 6
biological_process,GO:0007023,post-chaperonin tubulin folding pathway, 4
biological_process,GO:0007029,endoplasmic reticulum organization, 12
biological_process,GO:0007030,Golgi organization, 34
biological_process,GO:0007031,peroxisome organization, 22
biological_process,GO:0007032,endosome organization, 5
biological_process,GO:0007033,vacuole organization, 24
biological_process,GO:0007034,vacuolar transport, 11
biological_process,GO:0007035,vacuolar acidification, 6
biological_process,GO:0007043,cell-cell junction assembly, 6
biological_process,GO:0007049,cell cycle, 109
biological_process,GO:0007050,cell cycle arrest, 9
biological_process,GO:0007052,mitotic spindle organization, 15
biological_process,GO:0007059,chromosome segregation, 29
biological_process,GO:0007062,sister chromatid cohesion, 14
biological_process,GO:0007064,mitotic sister chromatid cohesion, 13
biological_process,GO:0007076,mitotic chromosome condensation, 8
biological_process,GO:0007091,metaphase/anaphase transition of mitotic cell cycle, 6
biological_process,GO:0007093,mitotic cell cycle checkpoint, 2
biological_process,GO:0007094,mitotic spindle assembly checkpoint, 10
biological_process,GO:0007095,mitotic G2 DNA damage checkpoint, 2
biological_process,GO:0007097,nuclear migration, 2
biological_process,GO:0007112,male meiosis cytokinesis, 6
biological_process,GO:0007129,synapsis, 14
biological_process,GO:0007131,reciprocal meiotic recombination, 33
biological_process,GO:0007135,meiosis II, 2
biological_process,GO:0007140,male meiotic nuclear division, 10
biological_process,GO:0007142,male meiosis II, 5
biological_process,GO:0007143,female meiotic nuclear division, 6
biological_process,GO:0007154,cell communication, 3
biological_process,GO:0007155,cell adhesion, 9
biological_process,GO:0007163,establishment or maintenance of cell polarity, 2
biological_process,GO:0007165,signal transduction, 218
biological_process,GO:0007166,cell surface receptor signaling pathway, 42
biological_process,GO:0007186,G protein-coupled receptor signaling pathway, 10
biological_process,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway, 4
biological_process,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway, 2
biological_process,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway, 7
biological_process,GO:0007219,Notch signaling pathway, 5
biological_process,GO:0007229,integrin-mediated signaling pathway, 3
biological_process,GO:0007231,osmosensory signaling pathway, 5
biological_process,GO:0007263,nitric oxide mediated signal transduction, 2
biological_process,GO:0007264,small GTPase mediated signal transduction, 16
biological_process,GO:0007266,Rho protein signal transduction, 3
biological_process,GO:0007267,cell-cell signaling, 19
biological_process,GO:0007275,multicellular organism development, 267
biological_process,GO:0007276,gamete generation, 2
biological_process,GO:0007292,female gamete generation, 2
biological_process,GO:0007346,regulation of mitotic cell cycle, 12
biological_process,GO:0007389,pattern specification process, 9
biological_process,GO:0007568,aging, 9
biological_process,GO:0007584,response to nutrient, 5
biological_process,GO:0007623,circadian rhythm, 91
biological_process,GO:0007639,homeostasis of number of meristem cells, 4
biological_process,GO:0008033,tRNA processing, 28
biological_process,GO:0008053,mitochondrial fusion, 3
biological_process,GO:0008064,regulation of actin polymerization or depolymerization, 2
biological_process,GO:0008104,protein localization, 13
biological_process,GO:0008152,metabolic process, 8
biological_process,GO:0008153,para-aminobenzoic acid biosynthetic process, 2
biological_process,GO:0008154,actin polymerization or depolymerization, 3
biological_process,GO:0008202,steroid metabolic process, 2
biological_process,GO:0008216,spermidine metabolic process, 3
biological_process,GO:0008219,cell death, 22
biological_process,GO:0008272,sulfate transport, 8
biological_process,GO:0008283,cell population proliferation, 10
biological_process,GO:0008284,positive regulation of cell population proliferation, 30
biological_process,GO:0008285,negative regulation of cell population proliferation, 18
biological_process,GO:0008295,spermidine biosynthetic process, 9
biological_process,GO:0008299,isoprenoid biosynthetic process, 13
biological_process,GO:0008333,endosome to lysosome transport, 2
biological_process,GO:0008356,asymmetric cell division, 18
biological_process,GO:0008360,regulation of cell shape, 34
biological_process,GO:0008361,regulation of cell size, 16
biological_process,GO:0008380,RNA splicing, 103
biological_process,GO:0008610,lipid biosynthetic process, 10
biological_process,GO:0008612,peptidyl-lysine modification to peptidyl-hypusine, 2
biological_process,GO:0008615,pyridoxine biosynthetic process, 7
biological_process,GO:0008643,carbohydrate transport, 94
biological_process,GO:0008652,cellular amino acid biosynthetic process, 2
biological_process,GO:0008654,phospholipid biosynthetic process, 19
biological_process,GO:0009051,"pentose-phosphate shunt, oxidative branch", 14
biological_process,GO:0009052,"pentose-phosphate shunt, non-oxidative branch", 6
biological_process,GO:0009058,biosynthetic process, 37
biological_process,GO:0009060,aerobic respiration, 27
biological_process,GO:0009061,anaerobic respiration, 7
biological_process,GO:0009062,fatty acid catabolic process, 4
biological_process,GO:0009063,cellular amino acid catabolic process, 2
biological_process,GO:0009067,aspartate family amino acid biosynthetic process, 2
biological_process,GO:0009073,aromatic amino acid family biosynthetic process, 14
biological_process,GO:0009081,branched-chain amino acid metabolic process, 2
biological_process,GO:0009082,branched-chain amino acid biosynthetic process, 6
biological_process,GO:0009083,branched-chain amino acid catabolic process, 7
biological_process,GO:0009086,methionine biosynthetic process, 15
biological_process,GO:0009088,threonine biosynthetic process, 10
biological_process,GO:0009089,lysine biosynthetic process via diaminopimelate, 15
biological_process,GO:0009090,homoserine biosynthetic process, 5
biological_process,GO:0009094,L-phenylalanine biosynthetic process, 9
biological_process,GO:0009097,isoleucine biosynthetic process, 13
biological_process,GO:0009098,leucine biosynthetic process, 16
biological_process,GO:0009099,valine biosynthetic process, 9
biological_process,GO:0009102,biotin biosynthetic process, 6
biological_process,GO:0009107,lipoate biosynthetic process, 2
biological_process,GO:0009113,purine nucleobase biosynthetic process, 4
biological_process,GO:0009116,nucleoside metabolic process, 23
biological_process,GO:0009117,nucleotide metabolic process, 4
biological_process,GO:0009132,nucleoside diphosphate metabolic process, 5
biological_process,GO:0009142,nucleoside triphosphate biosynthetic process, 3
biological_process,GO:0009150,purine ribonucleotide metabolic process, 5
biological_process,GO:0009156,ribonucleoside monophosphate biosynthetic process, 3
biological_process,GO:0009165,nucleotide biosynthetic process, 5
biological_process,GO:0009187,cyclic nucleotide metabolic process, 2
biological_process,GO:0009225,nucleotide-sugar metabolic process, 2
biological_process,GO:0009226,nucleotide-sugar biosynthetic process, 6
biological_process,GO:0009228,thiamine biosynthetic process, 9
biological_process,GO:0009229,thiamine diphosphate biosynthetic process, 7
biological_process,GO:0009231,riboflavin biosynthetic process, 13
biological_process,GO:0009234,menaquinone biosynthetic process, 2
biological_process,GO:0009240,isopentenyl diphosphate biosynthetic process, 2
biological_process,GO:0009245,lipid A biosynthetic process, 9
biological_process,GO:0009247,glycolipid biosynthetic process, 7
biological_process,GO:0009249,protein lipoylation, 5
biological_process,GO:0009251,glucan catabolic process, 5
biological_process,GO:0009257,10-formyltetrahydrofolate biosynthetic process, 2
biological_process,GO:0009259,ribonucleotide metabolic process, 2
biological_process,GO:0009263,deoxyribonucleotide biosynthetic process, 3
biological_process,GO:0009266,response to temperature stimulus, 20
biological_process,GO:0009267,cellular response to starvation, 6
biological_process,GO:0009269,response to desiccation, 17
biological_process,GO:0009270,response to humidity, 2
biological_process,GO:0009294,DNA mediated transformation, 23
biological_process,GO:0009298,GDP-mannose biosynthetic process, 5
biological_process,GO:0009299,mRNA transcription, 12
biological_process,GO:0009303,rRNA transcription, 2
biological_process,GO:0009305,protein biotinylation, 2
biological_process,GO:0009306,protein secretion, 14
biological_process,GO:0009308,amine metabolic process, 10
biological_process,GO:0009311,oligosaccharide metabolic process, 3
biological_process,GO:0009314,response to radiation, 3
biological_process,GO:0009395,phospholipid catabolic process, 18
biological_process,GO:0009396,folic acid-containing compound biosynthetic process, 5
biological_process,GO:0009405,pathogenesis, 7
biological_process,GO:0009407,toxin catabolic process, 46
biological_process,GO:0009408,response to heat, 148
biological_process,GO:0009409,response to cold, 311
biological_process,GO:0009410,response to xenobiotic stimulus, 3
biological_process,GO:0009411,response to UV, 19
biological_process,GO:0009413,response to flooding, 5
biological_process,GO:0009414,response to water deprivation, 282
biological_process,GO:0009416,response to light stimulus, 163
biological_process,GO:0009423,chorismate biosynthetic process, 11
biological_process,GO:0009435,NAD biosynthetic process, 7
biological_process,GO:0009443,pyridoxal 5'-phosphate salvage, 3
biological_process,GO:0009446,putrescine biosynthetic process, 3
biological_process,GO:0009450,gamma-aminobutyric acid catabolic process, 2
biological_process,GO:0009451,RNA modification, 94
biological_process,GO:0009452,7-methylguanosine RNA capping, 3
biological_process,GO:0009553,embryo sac development, 67
biological_process,GO:0009554,megasporogenesis, 12
biological_process,GO:0009555,pollen development, 204
biological_process,GO:0009556,microsporogenesis, 22
biological_process,GO:0009557,antipodal cell differentiation, 3
biological_process,GO:0009558,embryo sac cellularization, 5
biological_process,GO:0009559,embryo sac central cell differentiation, 2
biological_process,GO:0009560,embryo sac egg cell differentiation, 4
biological_process,GO:0009561,megagametogenesis, 25
biological_process,GO:0009567,double fertilization forming a zygote and endosperm, 38
biological_process,GO:0009584,detection of visible light, 5
biological_process,GO:0009585,"red, far-red light phototransduction", 51
biological_process,GO:0009590,detection of gravity, 3
biological_process,GO:0009607,response to biotic stimulus, 23
biological_process,GO:0009609,response to symbiotic bacterium, 2
biological_process,GO:0009610,response to symbiotic fungus, 10
biological_process,GO:0009611,response to wounding, 169
biological_process,GO:0009612,response to mechanical stimulus, 7
biological_process,GO:0009615,response to virus, 37
biological_process,GO:0009616,virus induced gene silencing, 6
biological_process,GO:0009617,response to bacterium, 95
biological_process,GO:0009620,response to fungus, 75
biological_process,GO:0009624,response to nematode, 78
biological_process,GO:0009625,response to insect, 29
biological_process,GO:0009626,plant-type hypersensitive response, 73
biological_process,GO:0009627,systemic acquired resistance, 49
biological_process,GO:0009629,response to gravity, 5
biological_process,GO:0009630,gravitropism, 43
biological_process,GO:0009631,cold acclimation, 52
biological_process,GO:0009635,response to herbicide, 10
biological_process,GO:0009636,response to toxic substance, 19
biological_process,GO:0009637,response to blue light, 45
biological_process,GO:0009638,phototropism, 20
biological_process,GO:0009639,response to red or far red light, 28
biological_process,GO:0009640,photomorphogenesis, 47
biological_process,GO:0009641,shade avoidance, 15
biological_process,GO:0009642,response to light intensity, 16
biological_process,GO:0009643,photosynthetic acclimation, 8
biological_process,GO:0009644,response to high light intensity, 40
biological_process,GO:0009645,response to low light intensity stimulus, 10
biological_process,GO:0009646,response to absence of light, 38
biological_process,GO:0009647,skotomorphogenesis, 6
biological_process,GO:0009648,photoperiodism, 8
biological_process,GO:0009649,entrainment of circadian clock, 12
biological_process,GO:0009650,UV protection, 5
biological_process,GO:0009651,response to salt stress, 333
biological_process,GO:0009652,thigmotropism, 5
biological_process,GO:0009653,anatomical structure morphogenesis, 4
biological_process,GO:0009657,plastid organization, 9
biological_process,GO:0009658,chloroplast organization, 157
biological_process,GO:0009660,amyloplast organization, 5
biological_process,GO:0009662,etioplast organization, 3
biological_process,GO:0009663,plasmodesma organization, 4
biological_process,GO:0009664,plant-type cell wall organization, 54
biological_process,GO:0009668,plastid membrane organization, 5
biological_process,GO:0009682,induced systemic resistance, 16
biological_process,GO:0009684,indoleacetic acid biosynthetic process, 11
biological_process,GO:0009685,gibberellin metabolic process, 3
biological_process,GO:0009686,gibberellin biosynthetic process, 24
biological_process,GO:0009687,abscisic acid metabolic process, 7
biological_process,GO:0009688,abscisic acid biosynthetic process, 15
biological_process,GO:0009690,cytokinin metabolic process, 12
biological_process,GO:0009691,cytokinin biosynthetic process, 24
biological_process,GO:0009693,ethylene biosynthetic process, 23
biological_process,GO:0009694,jasmonic acid metabolic process, 23
biological_process,GO:0009695,jasmonic acid biosynthetic process, 17
biological_process,GO:0009696,salicylic acid metabolic process, 19
biological_process,GO:0009697,salicylic acid biosynthetic process, 8
biological_process,GO:0009698,phenylpropanoid metabolic process, 13
biological_process,GO:0009699,phenylpropanoid biosynthetic process, 8
biological_process,GO:0009700,indole phytoalexin biosynthetic process, 2
biological_process,GO:0009704,de-etiolation, 14
biological_process,GO:0009718,anthocyanin-containing compound biosynthetic process, 17
biological_process,GO:0009723,response to ethylene, 88
biological_process,GO:0009725,response to hormone, 7
biological_process,GO:0009727,detection of ethylene stimulus, 3
biological_process,GO:0009729,detection of brassinosteroid stimulus, 2
biological_process,GO:0009733,response to auxin, 227
biological_process,GO:0009734,auxin-activated signaling pathway, 193
biological_process,GO:0009735,response to cytokinin, 47
biological_process,GO:0009736,cytokinin-activated signaling pathway, 67
biological_process,GO:0009737,response to abscisic acid, 369
biological_process,GO:0009738,abscisic acid-activated signaling pathway, 202
biological_process,GO:0009739,response to gibberellin, 59
biological_process,GO:0009740,gibberellic acid mediated signaling pathway, 70
biological_process,GO:0009741,response to brassinosteroid, 33
biological_process,GO:0009742,brassinosteroid mediated signaling pathway, 73
biological_process,GO:0009743,response to carbohydrate, 3
biological_process,GO:0009744,response to sucrose, 59
biological_process,GO:0009745,sucrose mediated signaling, 2
biological_process,GO:0009749,response to glucose, 39
biological_process,GO:0009750,response to fructose, 13
biological_process,GO:0009751,response to salicylic acid, 101
biological_process,GO:0009753,response to jasmonic acid, 106
biological_process,GO:0009755,hormone-mediated signaling pathway, 29
biological_process,GO:0009759,indole glucosinolate biosynthetic process, 6
biological_process,GO:0009765,"photosynthesis, light harvesting", 2
biological_process,GO:0009767,photosynthetic electron transport chain, 19
biological_process,GO:0009768,"photosynthesis, light harvesting in photosystem I", 22
biological_process,GO:0009769,"photosynthesis, light harvesting in photosystem II", 4
biological_process,GO:0009772,photosynthetic electron transport in photosystem II, 8
biological_process,GO:0009773,photosynthetic electron transport in photosystem I, 16
biological_process,GO:0009785,blue light signaling pathway, 18
biological_process,GO:0009786,regulation of asymmetric cell division, 5
biological_process,GO:0009787,regulation of abscisic acid-activated signaling pathway, 18
biological_process,GO:0009788,negative regulation of abscisic acid-activated signaling pathway, 47
biological_process,GO:0009789,positive regulation of abscisic acid-activated signaling pathway, 44
biological_process,GO:0009791,post-embryonic development, 25
biological_process,GO:0009793,embryo development ending in seed dormancy, 283
biological_process,GO:0009800,cinnamic acid biosynthetic process, 5
biological_process,GO:0009804,coumarin metabolic process, 3
biological_process,GO:0009805,coumarin biosynthetic process, 4
biological_process,GO:0009807,lignan biosynthetic process, 3
biological_process,GO:0009808,lignin metabolic process, 9
biological_process,GO:0009809,lignin biosynthetic process, 40
biological_process,GO:0009812,flavonoid metabolic process, 2
biological_process,GO:0009813,flavonoid biosynthetic process, 26
biological_process,GO:0009814,"defense response, incompatible interaction", 32
biological_process,GO:0009816,"defense response to bacterium, incompatible interaction", 39
biological_process,GO:0009817,"defense response to fungus, incompatible interaction", 46
biological_process,GO:0009819,drought recovery, 10
biological_process,GO:0009820,alkaloid metabolic process, 2
biological_process,GO:0009823,cytokinin catabolic process, 6
biological_process,GO:0009825,multidimensional cell growth, 29
biological_process,GO:0009826,unidimensional cell growth, 87
biological_process,GO:0009827,plant-type cell wall modification, 16
biological_process,GO:0009828,plant-type cell wall loosening, 7
biological_process,GO:0009830,cell wall modification involved in abscission, 3
biological_process,GO:0009831,plant-type cell wall modification involved in multidimensional cell growth, 3
biological_process,GO:0009832,plant-type cell wall biogenesis, 28
biological_process,GO:0009833,plant-type primary cell wall biogenesis, 27
biological_process,GO:0009834,plant-type secondary cell wall biogenesis, 55
biological_process,GO:0009835,fruit ripening, 10
biological_process,GO:0009838,abscission, 4
biological_process,GO:0009845,seed germination, 71
biological_process,GO:0009846,pollen germination, 50
biological_process,GO:0009850,auxin metabolic process, 11
biological_process,GO:0009851,auxin biosynthetic process, 27
biological_process,GO:0009853,photorespiration, 44
biological_process,GO:0009854,oxidative photosynthetic carbon pathway, 9
biological_process,GO:0009855,determination of bilateral symmetry, 5
biological_process,GO:0009856,pollination, 2
biological_process,GO:0009859,pollen hydration, 2
biological_process,GO:0009860,pollen tube growth, 111
biological_process,GO:0009861,jasmonic acid and ethylene-dependent systemic resistance, 7
biological_process,GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway", 13
biological_process,GO:0009863,salicylic acid mediated signaling pathway, 23
biological_process,GO:0009864,"induced systemic resistance, jasmonic acid mediated signaling pathway", 10
biological_process,GO:0009865,pollen tube adhesion, 3
biological_process,GO:0009866,"induced systemic resistance, ethylene mediated signaling pathway", 4
biological_process,GO:0009867,jasmonic acid mediated signaling pathway, 48
biological_process,GO:0009870,"defense response signaling pathway, resistance gene-dependent", 13
biological_process,GO:0009871,"jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway", 2
biological_process,GO:0009873,ethylene-activated signaling pathway, 177
biological_process,GO:0009880,embryonic pattern specification, 12
biological_process,GO:0009901,anther dehiscence, 15
biological_process,GO:0009902,chloroplast relocation, 6
biological_process,GO:0009903,chloroplast avoidance movement, 24
biological_process,GO:0009904,chloroplast accumulation movement, 21
biological_process,GO:0009908,flower development, 188
biological_process,GO:0009909,regulation of flower development, 72
biological_process,GO:0009910,negative regulation of flower development, 41
biological_process,GO:0009911,positive regulation of flower development, 35
biological_process,GO:0009913,epidermal cell differentiation, 6
biological_process,GO:0009915,phloem sucrose loading, 2
biological_process,GO:0009920,cell plate formation involved in plant-type cell wall biogenesis, 7
biological_process,GO:0009926,auxin polar transport, 41
biological_process,GO:0009932,cell tip growth, 11
biological_process,GO:0009933,meristem structural organization, 17
biological_process,GO:0009934,regulation of meristem structural organization, 19
biological_process,GO:0009937,regulation of gibberellic acid mediated signaling pathway, 3
biological_process,GO:0009938,negative regulation of gibberellic acid mediated signaling pathway, 13
biological_process,GO:0009939,positive regulation of gibberellic acid mediated signaling pathway, 9
biological_process,GO:0009942,longitudinal axis specification, 9
biological_process,GO:0009943,adaxial/abaxial axis specification, 8
biological_process,GO:0009944,polarity specification of adaxial/abaxial axis, 23
biological_process,GO:0009945,radial axis specification, 3
biological_process,GO:0009954,proximal/distal pattern formation, 4
biological_process,GO:0009955,adaxial/abaxial pattern specification, 12
biological_process,GO:0009956,radial pattern formation, 6
biological_process,GO:0009957,epidermal cell fate specification, 5
biological_process,GO:0009958,positive gravitropism, 31
biological_process,GO:0009959,negative gravitropism, 21
biological_process,GO:0009960,endosperm development, 26
biological_process,GO:0009961,response to 1-aminocyclopropane-1-carboxylic acid, 3
biological_process,GO:0009962,regulation of flavonoid biosynthetic process, 3
biological_process,GO:0009963,positive regulation of flavonoid biosynthetic process, 3
biological_process,GO:0009965,leaf morphogenesis, 54
biological_process,GO:0009966,regulation of signal transduction, 2
biological_process,GO:0009967,positive regulation of signal transduction, 3
biological_process,GO:0009969,xyloglucan biosynthetic process, 15
biological_process,GO:0009970,cellular response to sulfate starvation, 11
biological_process,GO:0009972,cytidine deamination, 4
biological_process,GO:0010014,meristem initiation, 9
biological_process,GO:0010015,root morphogenesis, 20
biological_process,GO:0010016,shoot system morphogenesis, 8
biological_process,GO:0010017,red or far-red light signaling pathway, 23
biological_process,GO:0010018,far-red light signaling pathway, 4
biological_process,GO:0010019,chloroplast-nucleus signaling pathway, 9
biological_process,GO:0010020,chloroplast fission, 21
biological_process,GO:0010021,amylopectin biosynthetic process, 7
biological_process,GO:0010022,meristem determinacy, 6
biological_process,GO:0010023,proanthocyanidin biosynthetic process, 5
biological_process,GO:0010024,phytochromobilin biosynthetic process, 2
biological_process,GO:0010025,wax biosynthetic process, 17
biological_process,GO:0010026,trichome differentiation, 23
biological_process,GO:0010027,thylakoid membrane organization, 42
biological_process,GO:0010028,xanthophyll cycle, 2
biological_process,GO:0010029,regulation of seed germination, 46
biological_process,GO:0010030,positive regulation of seed germination, 20
biological_process,GO:0010031,circumnutation, 6
biological_process,GO:0010032,meiotic chromosome condensation, 5
biological_process,GO:0010036,response to boron-containing substance, 2
biological_process,GO:0010037,response to carbon dioxide, 10
biological_process,GO:0010038,response to metal ion, 12
biological_process,GO:0010039,response to iron ion, 21
biological_process,GO:0010042,response to manganese ion, 3
biological_process,GO:0010043,response to zinc ion, 38
biological_process,GO:0010044,response to aluminum ion, 13
biological_process,GO:0010047,fruit dehiscence, 11
biological_process,GO:0010048,vernalization response, 11
biological_process,GO:0010050,vegetative phase change, 7
biological_process,GO:0010051,xylem and phloem pattern formation, 28
biological_process,GO:0010052,guard cell differentiation, 14
biological_process,GO:0010053,root epidermal cell differentiation, 18
biological_process,GO:0010054,trichoblast differentiation, 3
biological_process,GO:0010063,positive regulation of trichoblast fate specification, 2
biological_process,GO:0010067,procambium histogenesis, 10
biological_process,GO:0010069,zygote asymmetric cytokinesis in embryo sac, 3
biological_process,GO:0010070,zygote asymmetric cell division, 2
biological_process,GO:0010071,root meristem specification, 5
biological_process,GO:0010072,primary shoot apical meristem specification, 14
biological_process,GO:0010073,meristem maintenance, 24
biological_process,GO:0010074,maintenance of meristem identity, 3
biological_process,GO:0010075,regulation of meristem growth, 18
biological_process,GO:0010076,maintenance of floral meristem identity, 6
biological_process,GO:0010077,maintenance of inflorescence meristem identity, 9
biological_process,GO:0010078,maintenance of root meristem identity, 15
biological_process,GO:0010082,regulation of root meristem growth, 26
biological_process,GO:0010086,embryonic root morphogenesis, 3
biological_process,GO:0010087,phloem or xylem histogenesis, 51
biological_process,GO:0010088,phloem development, 11
biological_process,GO:0010089,xylem development, 33
biological_process,GO:0010090,trichome morphogenesis, 30
biological_process,GO:0010091,trichome branching, 29
biological_process,GO:0010093,specification of floral organ identity, 10
biological_process,GO:0010098,suspensor development, 4
biological_process,GO:0010099,regulation of photomorphogenesis, 11
biological_process,GO:0010100,negative regulation of photomorphogenesis, 10
biological_process,GO:0010102,lateral root morphogenesis, 13
biological_process,GO:0010103,stomatal complex morphogenesis, 9
biological_process,GO:0010104,regulation of ethylene-activated signaling pathway, 8
biological_process,GO:0010105,negative regulation of ethylene-activated signaling pathway, 17
biological_process,GO:0010106,cellular response to iron ion starvation, 8
biological_process,GO:0010109,regulation of photosynthesis, 8
biological_process,GO:0010112,regulation of systemic acquired resistance, 13
biological_process,GO:0010113,negative regulation of systemic acquired resistance, 4
biological_process,GO:0010114,response to red light, 46
biological_process,GO:0010115,regulation of abscisic acid biosynthetic process, 8
biological_process,GO:0010116,positive regulation of abscisic acid biosynthetic process, 5
biological_process,GO:0010117,photoprotection, 9
biological_process,GO:0010118,stomatal movement, 31
biological_process,GO:0010119,regulation of stomatal movement, 51
biological_process,GO:0010120,camalexin biosynthetic process, 10
biological_process,GO:0010124,phenylacetate catabolic process, 3
biological_process,GO:0010133,proline catabolic process to glutamate, 3
biological_process,GO:0010136,ureide catabolic process, 4
biological_process,GO:0010142,"farnesyl diphosphate biosynthetic process, mevalonate pathway", 2
biological_process,GO:0010143,cutin biosynthetic process, 17
biological_process,GO:0010148,transpiration, 6
biological_process,GO:0010150,leaf senescence, 97
biological_process,GO:0010151,chloroplast elongation, 2
biological_process,GO:0010152,pollen maturation, 17
biological_process,GO:0010154,fruit development, 24
biological_process,GO:0010155,regulation of proton transport, 4
biological_process,GO:0010158,abaxial cell fate specification, 8
biological_process,GO:0010161,red light signaling pathway, 9
biological_process,GO:0010162,seed dormancy process, 22
biological_process,GO:0010165,response to X-ray, 6
biological_process,GO:0010167,response to nitrate, 19
biological_process,GO:0010182,sugar mediated signaling pathway, 29
biological_process,GO:0010183,pollen tube guidance, 29
biological_process,GO:0010184,cytokinin transport, 3
biological_process,GO:0010187,negative regulation of seed germination, 22
biological_process,GO:0010188,response to microbial phytotoxin, 6
biological_process,GO:0010189,vitamin E biosynthetic process, 8
biological_process,GO:0010190,cytochrome b6f complex assembly, 8
biological_process,GO:0010192,mucilage biosynthetic process, 13
biological_process,GO:0010193,response to ozone, 27
biological_process,GO:0010196,nonphotochemical quenching, 11
biological_process,GO:0010197,polar nucleus fusion, 25
biological_process,GO:0010198,synergid death, 3
biological_process,GO:0010199,organ boundary specification between lateral organs and the meristem, 9
biological_process,GO:0010200,response to chitin, 121
biological_process,GO:0010201,response to continuous far red light stimulus by the high-irradiance response system, 2
biological_process,GO:0010202,response to low fluence red light stimulus, 2
biological_process,GO:0010205,photoinhibition, 11
biological_process,GO:0010206,photosystem II repair, 12
biological_process,GO:0010207,photosystem II assembly, 20
biological_process,GO:0010208,pollen wall assembly, 13
biological_process,GO:0010212,response to ionizing radiation, 7
biological_process,GO:0010213,non-photoreactive DNA repair, 2
biological_process,GO:0010214,seed coat development, 24
biological_process,GO:0010215,cellulose microfibril organization, 16
biological_process,GO:0010216,maintenance of DNA methylation, 13
biological_process,GO:0010218,response to far red light, 40
biological_process,GO:0010220,positive regulation of vernalization response, 3
biological_process,GO:0010222,stem vascular tissue pattern formation, 5
biological_process,GO:0010223,secondary shoot formation, 19
biological_process,GO:0010224,response to UV-B, 62
biological_process,GO:0010225,response to UV-C, 7
biological_process,GO:0010226,response to lithium ion, 3
biological_process,GO:0010227,floral organ abscission, 24
biological_process,GO:0010228,vegetative to reproductive phase transition of meristem, 100
biological_process,GO:0010229,inflorescence development, 18
biological_process,GO:0010230,alternative respiration, 7
biological_process,GO:0010231,maintenance of seed dormancy, 7
biological_process,GO:0010233,phloem transport, 12
biological_process,GO:0010235,guard mother cell cytokinesis, 5
biological_process,GO:0010236,plastoquinone biosynthetic process, 5
biological_process,GO:0010239,chloroplast mRNA processing, 7
biological_process,GO:0010244,response to low fluence blue light stimulus by blue low-fluence system, 8
biological_process,GO:0010245,radial microtubular system formation, 2
biological_process,GO:0010246,rhamnogalacturonan I biosynthetic process, 3
biological_process,GO:0010249,auxin conjugate metabolic process, 2
biological_process,GO:0010252,auxin homeostasis, 35
biological_process,GO:0010253,UDP-rhamnose biosynthetic process, 4
biological_process,GO:0010254,nectary development, 3
biological_process,GO:0010255,glucose mediated signaling pathway, 4
biological_process,GO:0010256,endomembrane system organization, 13
biological_process,GO:0010258,NADH dehydrogenase complex (plastoquinone) assembly, 8
biological_process,GO:0010262,somatic embryogenesis, 10
biological_process,GO:0010263,tricyclic triterpenoid biosynthetic process, 2
biological_process,GO:0010264,myo-inositol hexakisphosphate biosynthetic process, 8
biological_process,GO:0010266,response to vitamin B1, 2
biological_process,GO:0010267,production of ta-siRNAs involved in RNA interference, 14
biological_process,GO:0010268,brassinosteroid homeostasis, 17
biological_process,GO:0010270,photosystem II oxygen evolving complex assembly, 3
biological_process,GO:0010271,regulation of chlorophyll catabolic process, 3
biological_process,GO:0010272,response to silver ion, 4
biological_process,GO:0010273,detoxification of copper ion, 3
biological_process,GO:0010274,hydrotropism, 13
biological_process,GO:0010275,NAD(P)H dehydrogenase complex assembly, 3
biological_process,GO:0010286,heat acclimation, 44
biological_process,GO:0010288,response to lead ion, 5
biological_process,GO:0010289,homogalacturonan biosynthetic process, 3
biological_process,GO:0010304,PSII associated light-harvesting complex II catabolic process, 7
biological_process,GO:0010305,leaf vascular tissue pattern formation, 29
biological_process,GO:0010306,rhamnogalacturonan II biosynthetic process, 6
biological_process,GO:0010310,regulation of hydrogen peroxide metabolic process, 7
biological_process,GO:0010311,lateral root formation, 46
biological_process,GO:0010315,auxin efflux, 15
biological_process,GO:0010321,regulation of vegetative phase change, 5
biological_process,GO:0010322,"regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway", 2
biological_process,GO:0010325,raffinose family oligosaccharide biosynthetic process, 3
biological_process,GO:0010332,response to gamma radiation, 11
biological_process,GO:0010336,gibberellic acid homeostasis, 6
biological_process,GO:0010337,regulation of salicylic acid metabolic process, 7
biological_process,GO:0010338,leaf formation, 3
biological_process,GO:0010342,endosperm cellularization, 3
biological_process,GO:0010343,singlet oxygen-mediated programmed cell death, 3
biological_process,GO:0010344,seed oilbody biogenesis, 6
biological_process,GO:0010345,suberin biosynthetic process, 19
biological_process,GO:0010353,response to trehalose, 2
biological_process,GO:0010358,leaf shaping, 8
biological_process,GO:0010359,regulation of anion channel activity, 5
